Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data
2465,34976230.00,80,00
2466,34977830.00,0B,00
2467,35206680.00,42,00
2468,35208280.00,07,00
2469,35209890.00,80,00
2470,35211490.00,0F,00
2471,35213080.00,80,00
2472,35214680.00,0F,00
2473,35216290.00,80,00
2474,35217890.00,0C,00
2475,35219490.00,00,00
2476,35221090.00,0E,00
2477,35222690.00,F9,00
2478,35224290.00,C3,00
2479,35225890.00,C0,00
2480,35227490.00,00,00
2481,35229090.00,00,00
2482,35230690.00,0F,00
2483,35232290.00,80,00
2484,35233890.00,1F,00
2485,35462640.00,C6,00
2486,35464240.00,07,00
2487,35465840.00,80,00
2488,35467440.00,07,00
2489,35469040.00,80,00
2490,35470640.00,0F,00
2491,35472240.00,80,00
2492,35473840.00,04,00
2493,35475440.00,00,00
2494,35477040.00,06,00
2495,35478640.00,79,00
2496,35480240.00,E2,00
2497,35481840.00,C2,00
2498,35483440.00,00,00
2499,35485040.00,00,00
2500,35486640.00,0E,00
2501,35488240.00,80,00
2502,35489840.00,0B,00
2503,35718640.00,42,00
2504,35720240.00,07,00
2505,35721840.00,80,00
2506,35723440.00,06,00
2507,35725040.00,80,00
2508,35726640.00,0B,00
2509,35728240.00,80,00
2510,35729840.00,04,00
2511,35731440.00,00,00
2512,35733040.00,06,00
2513,35734640.00,68,00
2514,35736240.00,E2,00
2515,35737840.00,C2,00
2516,35739440.00,00,00
2517,35741040.00,00,00
2518,35742640.00,06,00
2519,35744240.00,80,00
2520,35745840.00,0B,00
2521,35974640.00,42,00
2522,35976240.00,07,00
2523,35977840.00,80,00
2524,35979440.00,06,00
2525,35981040.00,80,00
2526,35982640.00,0B,00
2527,35984240.00,80,00
2528,35985840.00,04,00
2529,35987440.00,00,00
2530,35989040.00,06,00
2531,35990640.00,68,00
2532,35992240.00,E2,00
2533,35993840.00,C2,00
2534,35995440.00,00,00
2535,35997040.00,00,00
2536,35998640.00,06,00
2537,36000240.00,80,00
2538,36001840.00,0B,00
2539,36230690.00,42,00
2540,36232290.00,07,00
2541,36233890.00,80,00
2542,36235490.00,06,00
2543,36237090.00,80,00
2544,36238690.00,0B,00
2545,36240290.00,80,00
2546,36241890.00,04,00
2547,36243490.00,00,00
2548,36245090.00,06,00
2549,36246690.00,68,00
2550,36248290.00,E2,00
2551,36249890.00,C2,00
2552,36251490.00,00,00
2553,36253090.00,00,00
2554,36254690.00,06,00
2555,36256290.00,80,00
2556,36257890.00,0B,00
2557,36486640.00,42,00
2558,36488240.00,07,00
2559,36489840.00,80,00
2560,36491440.00,06,00
2561,36493040.00,80,00
2562,36494640.00,0B,00
2563,36496240.00,80,00
2564,36497840.00,04,00
2565,36499440.00,00,00
2566,36501040.00,06,00
2567,36502640.00,68,00
2568,36504240.00,E2,00
2569,36505840.00,C2,00
2570,36507440.00,00,00
2571,36509040.00,00,00
2572,36510640.00,06,00
2573,36512240.00,80,00
2574,36513840.00,0B,00
2575,36742640.00,42,00
2576,36744240.00,07,00
2577,36745840.00,80,00
2578,36747440.00,06,00
2579,36749040.00,80,00
2580,36750640.00,0B,00
2581,36752240.00,80,00
2582,36753840.00,04,00
2583,36755440.00,00,00
2584,36757040.00,06,00
2585,36758640.00,68,00
2586,36760240.00,E2,00
2587,36761840.00,C2,00
2588,36763440.00,00,00
2589,36765040.00,00,00
2590,36766640.00,06,00
2591,36768240.00,80,00
2592,36769840.00,0B,00
2593,36998650.00,C6,00
2594,37000250.00,0F,00
2595,37001850.00,80,00
2596,37003450.00,0F,00
2597,37005040.00,80,00
2598,37006650.00,1F,00
2599,37008250.00,80,00
2600,37009850.00,0C,00
2601,37011450.00,00,00
2602,37013050.00,0E,00
2603,37014650.00,F1,00
2604,37016250.00,E7,00
2605,37017850.00,C6,00
2606,37019450.00,00,00
2607,37021050.00,00,00
2608,37022650.00,0F,00
2609,37024250.00,80,00
2610,37025850.00,1F,00
2611,37254700.00,C2,00
2612,37256300.00,07,00
2613,37257900.00,80,00
2614,37259500.00,06,00
2615,37261100.00,80,00
2616,37262700.00,0B,00
2617,37264300.00,80,00
2618,37265900.00,04,00
2619,37267500.00,00,00
2620,37269100.00,06,00
2621,37270700.00,68,00
2622,37272300.00,E2,00
2623,37273900.00,C2,00
2624,37275500.00,00,00
2625,37277100.00,00,00
2626,37278700.00,06,00
2627,37280300.00,80,00
2628,37281900.00,0B,00
2629,37510650.00,42,00
2630,37512250.00,07,00
2631,37513850.00,80,00
2632,37515450.00,06,00
2633,37517050.00,80,00
2634,37518650.00,0B,00
2635,37520250.00,80,00
2636,37521850.00,04,00
2637,37523450.00,00,00
2638,37525050.00,06,00
2639,37526650.00,68,00
2640,37528250.00,E2,00
2641,37529850.00,C2,00
2642,37531450.00,00,00
2643,37533050.00,00,00
2644,37534650.00,06,00
2645,37536250.00,80,00
2646,37537850.00,0B,00
2647,37766650.00,42,00
2648,37768250.00,07,00
2649,37769850.00,80,00
2650,37771450.00,06,00
2651,37773050.00,80,00
2652,37774650.00,0B,00
2653,37776250.00,80,00
2654,37777850.00,04,00
2655,37779450.00,00,00
2656,37781050.00,06,00
2657,37782650.00,68,00
2658,37784250.00,E2,00
2659,37785850.00,C2,00
2660,37787450.00,00,00
2661,37789050.00,00,00
2662,37790650.00,06,00
2663,37792250.00,80,00
2664,37793850.00,0B,00
2665,38022650.00,42,00
2666,38024250.00,07,00
2667,38025850.00,80,00
2668,38027450.00,06,00
2669,38029050.00,80,00
2670,38030650.00,0B,00
2671,38032250.00,80,00
2672,38033850.00,04,00
2673,38035450.00,00,00
2674,38037050.00,06,00
2675,38038650.00,E0,00
2676,38040250.00,F2,00
2677,38041850.00,42,00
2678,38043450.00,00,00
2679,38045050.00,00,00
2680,38046650.00,06,00
2681,38048250.00,80,00
2682,38049850.00,0B,00
2683,38278700.00,42,00
2684,38280300.00,07,00
2685,38281900.00,80,00
2686,38283500.00,06,00
2687,38285100.00,80,00
2688,38286700.00,0B,00
2689,38288300.00,80,00
2690,38289900.00,04,00
2691,38291500.00,00,00
2692,38293100.00,06,00
2693,38294700.00,E0,00
2694,38296300.00,F2,00
2695,38297900.00,42,00
2696,38299500.00,00,00
2697,38301100.00,00,00
2698,38302700.00,06,00
2699,38304300.00,80,00
2700,38305900.00,0B,00
2701,38534650.00,42,00
2702,38536250.00,07,00
2703,38537850.00,80,00
2704,38539450.00,06,00
2705,38541050.00,80,00
2706,38542650.00,0B,00
2707,38544250.00,80,00
2708,38545850.00,04,00
2709,38547450.00,00,00
2710,38549050.00,06,00
2711,38550650.00,E0,00
2712,38552250.00,F2,00
2713,38553850.00,42,00
2714,38555450.00,00,00
2715,38557050.00,00,00
2716,38558650.00,06,00
2717,38560250.00,80,00
2718,38561850.00,0B,00
2719,38790660.00,C6,00
2720,38792260.00,0F,00
2721,38793860.00,80,00
2722,38795460.00,0F,00
2723,38797060.00,80,00
2724,38798660.00,1F,00
2725,38800260.00,80,00
2726,38801860.00,0C,00
2727,38803460.00,00,00
2728,38805060.00,0E,00
2729,38806660.00,F9,00
2730,38808260.00,E7,00
2731,38809860.00,C6,00
2732,38811460.00,00,00
2733,38813060.00,00,00
2734,38814660.00,0F,00
2735,38816260.00,80,00
2736,38817860.00,1F,00
2737,39046660.00,46,00
2738,39048260.00,07,00
2739,39049860.00,80,00
2740,39051460.00,0E,00
2741,39053060.00,80,00
2742,39054660.00,0B,00
2743,39056260.00,80,00
2744,39057860.00,04,00
2745,39059460.00,00,00
2746,39061060.00,06,00
2747,39062660.00,68,00
2748,39064260.00,E2,00
2749,39065860.00,C2,00
2750,39067460.00,00,00
2751,39069060.00,00,00
2752,39070660.00,06,00
2753,39072260.00,80,00
2754,39073860.00,0B,00
2755,39302710.00,42,00
2756,39304310.00,07,00
2757,39305910.00,80,00
2758,39307510.00,06,00
2759,39309110.00,80,00
2760,39310710.00,0B,00
2761,39312310.00,80,00
2762,39313910.00,04,00
2763,39315510.00,00,00
2764,39317110.00,06,00
2765,39318710.00,68,00
2766,39320310.00,E2,00
2767,39321910.00,C2,00
2768,39323510.00,00,00
2769,39325110.00,00,00
2770,39326710.00,06,00
2771,39328310.00,80,00
2772,39329910.00,0B,00
2773,39558660.00,42,00
2774,39560260.00,07,00
2775,39561860.00,80,00
2776,39563460.00,06,00
2777,39565060.00,80,00
2778,39566660.00,0B,00
2779,39568260.00,80,00
2780,39569860.00,04,00
2781,39571460.00,00,00
2782,39573060.00,06,00
2783,39574660.00,68,00
2784,39576260.00,E2,00
2785,39577860.00,C2,00
2786,39579460.00,00,00
2787,39581060.00,00,00
2788,39582660.00,06,00
2789,39584260.00,80,00
2790,39585860.00,0B,00
2791,39814660.00,42,00
2792,39816260.00,07,00
2793,39817860.00,80,00
2794,39819460.00,06,00
2795,39821060.00,80,00
2796,39822660.00,0B,00
2797,39824260.00,80,00
2798,39825860.00,04,00
2799,39827460.00,00,00
2800,39829060.00,06,00
2801,39830660.00,E0,00
2802,39832260.00,F2,00
2803,39833860.00,42,00
2804,39835460.00,00,00
2805,39837060.00,00,00
2806,39838660.00,06,00
2807,39840260.00,80,00
2808,39841860.00,0B,00
2809,40070660.00,42,00
2810,40072260.00,07,00
2811,40073860.00,80,00
2812,40075460.00,06,00
2813,40077060.00,80,00
2814,40078660.00,0B,00
2815,40080260.00,80,00
2816,40081860.00,04,00
2817,40083460.00,00,00
2818,40085060.00,06,00
2819,40086660.00,E0,00
2820,40088260.00,F2,00
2821,40089860.00,42,00
2822,40091460.00,00,00
2823,40093060.00,00,00
2824,40094660.00,06,00
2825,40096260.00,80,00
2826,40097860.00,0B,00
2827,40326710.00,42,00
2828,40328310.00,07,00
2829,40329910.00,80,00
2830,40331510.00,06,00
2831,40333110.00,80,00
2832,40334710.00,0B,00
2833,40336310.00,80,00
2834,40337910.00,04,00
2835,40339510.00,00,00
2836,40341110.00,06,00
2837,40342710.00,68,00
2838,40344310.00,E2,00
2839,40345910.00,C2,00
2840,40347510.00,00,00
2841,40349110.00,00,00
2842,40350710.00,06,00
2843,40352310.00,80,00
2844,40353910.00,0B,00
2845,40582670.00,C6,00
2846,40584270.00,0F,00
2847,40585870.00,80,00
2848,40587470.00,0F,00
2849,40589070.00,80,00
2850,40590670.00,1F,00
2851,40592270.00,80,00
2852,40593870.00,0C,00
2853,40595470.00,00,00
2854,40597070.00,0E,00
2855,40598670.00,F9,00
2856,40600270.00,E7,00
2857,40601870.00,C6,00
2858,40603470.00,00,00
2859,40605070.00,00,00
2860,40606670.00,0F,00
2861,40608270.00,80,00
2862,40609870.00,1F,00
2863,40838670.00,C2,00
2864,40840270.00,07,00
2865,40841870.00,80,00
2866,40843470.00,06,00
2867,40845070.00,80,00
2868,40846670.00,0B,00
2869,40848270.00,80,00
2870,40849870.00,04,00
2871,40851470.00,00,00
2872,40853070.00,06,00
2873,40854670.00,68,00
2874,40856270.00,E2,00
2875,40857870.00,C2,00
2876,40859470.00,00,00
2877,40861070.00,00,00
2878,40862670.00,06,00
2879,40864270.00,80,00
2880,40865870.00,0B,00
2881,41094670.00,42,00
2882,41096270.00,07,00
2883,41097870.00,80,00
2884,41099470.00,06,00
2885,41101070.00,80,00
2886,41102670.00,0B,00
2887,41104270.00,80,00
2888,41105870.00,04,00
2889,41107470.00,00,00
2890,41109070.00,06,00
2891,41110670.00,E0,00
2892,41112270.00,F2,00
2893,41113870.00,42,00
2894,41115470.00,00,00
2895,41117070.00,00,00
2896,41118670.00,06,00
2897,41120270.00,80,00
2898,41121870.00,0B,00
2899,41350720.00,42,00
2900,41352320.00,07,00
2901,41353920.00,80,00
2902,41355520.00,06,00
2903,41357120.00,80,00
2904,41358720.00,0B,00
2905,41360320.00,80,00
2906,41361920.00,04,00
2907,41363520.00,00,00
2908,41365120.00,06,00
2909,41366720.00,68,00
2910,41368320.00,E2,00
2911,41369920.00,C2,00
2912,41371520.00,00,00
2913,41373120.00,00,00
2914,41374720.00,06,00
2915,41376320.00,80,00
2916,41377920.00,0B,00
2917,41606670.00,42,00
2918,41608270.00,07,00
2919,41609870.00,80,00
2920,41611470.00,06,00
2921,41613070.00,80,00
2922,41614670.00,0B,00
2923,41616270.00,80,00
2924,41617870.00,04,00
2925,41619470.00,00,00
2926,41621070.00,06,00
2927,41622670.00,68,00
2928,41624270.00,E2,00
2929,41625870.00,C2,00
2930,41627470.00,00,00
2931,41629070.00,00,00
2932,41630670.00,06,00
2933,41632270.00,80,00
2934,41633870.00,0B,00
2935,41862670.00,42,00
2936,41864270.00,07,00
2937,41865870.00,80,00
2938,41867470.00,06,00
2939,41869070.00,80,00
2940,41870670.00,0B,00
2941,41872270.00,80,00
2942,41873870.00,03,00
2943,41875470.00,80,00
2944,41877070.00,06,00
2945,41878670.00,7E,00
2946,41880270.00,FA,00
2947,41881870.00,42,00
2948,41883470.00,00,00
2949,41885070.00,00,00
2950,41886670.00,06,00
2951,41888270.00,80,00
2952,41889870.00,0B,00
2953,42118670.00,42,00
2954,42120270.00,07,00
2955,42121870.00,80,00
2956,42123470.00,06,00
2957,42125070.00,80,00
2958,42126670.00,0B,00
2959,42128270.00,80,00
2960,42129870.00,04,00
2961,42131470.00,00,00
2962,42133070.00,06,00
2963,42134670.00,68,00
2964,42136270.00,E2,00
2965,42137870.00,C2,00
2966,42139470.00,00,00
2967,42141070.00,00,00
2968,42142670.00,06,00
2969,42144270.00,80,00
2970,42145870.00,0B,00
2971,42374730.00,C6,00
2972,42376330.00,0F,00
2973,42377930.00,80,00
2974,42379530.00,0F,00
2975,42381130.00,80,00
2976,42382730.00,1F,00
2977,42384330.00,80,00
2978,42385930.00,07,00
2979,42387530.00,80,00
2980,42389130.00,0E,00
2981,42390730.00,FF,00
2982,42392330.00,FE,00
2983,42393930.00,C6,00
2984,42395530.00,00,00
2985,42397130.00,00,00
2986,42398730.00,0F,00
2987,42400330.00,80,00
2988,42401930.00,1F,00
2989,42630680.00,42,00
2990,42632280.00,07,00
2991,42633880.00,80,00
2992,42635480.00,06,00
2993,42637080.00,80,00
2994,42638680.00,0B,00
2995,42640280.00,80,00
2996,42641880.00,04,00
2997,42643480.00,00,00
2998,42645080.00,06,00
2999,42646680.00,E0,00
3000,42648280.00,F2,00
3001,42649880.00,42,00
3002,42651480.00,00,00
3003,42653080.00,00,00
3004,42654680.00,06,00
3005,42656280.00,80,00
3006,42657880.00,0B,00
3007,42886680.00,42,00
3008,42888280.00,07,00
3009,42889880.00,80,00
3010,42891480.00,06,00
3011,42893080.00,80,00
3012,42894680.00,0B,00
3013,42896280.00,80,00
3014,42897880.00,04,00
3015,42899480.00,00,00
3016,42901080.00,06,00
3017,42902680.00,E0,00
3018,42904280.00,F2,00
3019,42905880.00,42,00
3020,42907480.00,00,00
3021,42909080.00,00,00
3022,42910680.00,06,00
3023,42912280.00,80,00
3024,42913880.00,0B,00
3025,43142680.00,42,00
3026,43144280.00,07,00
3027,43145880.00,80,00
3028,43147480.00,06,00
3029,43149080.00,80,00
3030,43150680.00,0B,00
3031,43152280.00,80,00
3032,43153880.00,04,00
3033,43155480.00,00,00
3034,43157080.00,06,00
3035,43158680.00,68,00
3036,43160280.00,E2,00
3037,43161880.00,C2,00
3038,43163480.00,00,00
3039,43165080.00,00,00
3040,43166680.00,06,00
3041,43168280.00,80,00
3042,43169880.00,0B,00
3043,43398730.00,42,00
3044,43400330.00,07,00
3045,43401930.00,80,00
3046,43403530.00,06,00
3047,43405130.00,80,00
3048,43406730.00,0B,00
3049,43408330.00,80,00
3050,43409930.00,04,00
3051,43411530.00,00,00
3052,43413130.00,06,00
3053,43414730.00,68,00
3054,43416330.00,E2,00
3055,43417930.00,C2,00
3056,43419530.00,00,00
3057,43421130.00,00,00
3058,43422730.00,06,00
3059,43424330.00,80,00
3060,43425930.00,0B,00
3061,43654680.00,42,00
3062,43656280.00,07,00
3063,43657880.00,80,00
3064,43659480.00,06,00
3065,43661080.00,80,00
3066,43662680.00,0B,00
3067,43664280.00,80,00
3068,43665880.00,04,00
3069,43667480.00,00,00
3070,43669080.00,06,00
3071,43670680.00,E0,00
3072,43672280.00,F2,00
3073,43673880.00,42,00
3074,43675480.00,00,00
3075,43677080.00,00,00
3076,43678680.00,06,00
3077,43680280.00,80,00
3078,43681880.00,0B,00
3079,43910680.00,42,00
3080,43912280.00,07,00
3081,43913880.00,80,00
3082,43915480.00,06,00
3083,43917080.00,80,00
3084,43918680.00,03,00
3085,43920280.00,80,00
3086,43921880.00,04,00
3087,43923480.00,00,00
3088,43925080.00,06,00
3089,43926680.00,60,00
3090,43928280.00,E2,00
3091,43929880.00,C2,00
3092,43931480.00,00,00
3093,43933080.00,00,00
3094,43934680.00,07,00
3095,43936280.00,80,00
3096,43937880.00,0B,00
3097,44166690.00,C6,00
3098,44168290.00,0F,00
3099,44169890.00,80,00
3100,44171490.00,0F,00
3101,44173090.00,80,00
3102,44174690.00,1F,00
3103,44176290.00,80,00
3104,44177890.00,0C,00
3105,44179490.00,00,00
3106,44181090.00,0E,00
3107,44182690.00,F9,00
3108,44184290.00,E7,00
3109,44185890.00,C2,00
3110,44187490.00,00,00
3111,44189090.00,00,00
3112,44190690.00,0E,00
3113,44192290.00,80,00
3114,44193890.00,1F,00
3115,44422690.00,42,00
3116,44424290.00,07,00
3117,44425890.00,80,00
3118,44427490.00,06,00
3119,44429090.00,80,00
3120,44430690.00,0B,00
3121,44432290.00,80,00
3122,44433890.00,04,00
3123,44435490.00,00,00
3124,44437090.00,06,00
3125,44438690.00,E0,00
3126,44440290.00,F2,00
3127,44441890.00,42,00
3128,44443490.00,00,00
3129,44445090.00,00,00
3130,44446690.00,06,00
3131,44448290.00,80,00
3132,44449890.00,0B,00
3133,44678690.00,42,00
3134,44680290.00,07,00
3135,44681890.00,80,00
3136,44683490.00,06,00
3137,44685090.00,80,00
3138,44686690.00,0B,00
3139,44688290.00,80,00
3140,44689890.00,04,00
3141,44691490.00,00,00
3142,44693090.00,06,00
3143,44694690.00,68,00
3144,44696290.00,E2,00
3145,44697890.00,C2,00
3146,44699490.00,00,00
3147,44701090.00,00,00
3148,44702690.00,06,00
3149,44704290.00,80,00
3150,44705890.00,0B,00
3151,44934690.00,42,00
3152,44936290.00,07,00
3153,44937890.00,80,00
3154,44939490.00,06,00
3155,44941090.00,80,00
3156,44942690.00,0B,00
3157,44944290.00,80,00
3158,44945890.00,04,00
3159,44947490.00,00,00
3160,44949090.00,06,00
3161,44950690.00,68,00
3162,44952290.00,E2,00
3163,44953890.00,C2,00
3164,44955490.00,00,00
3165,44957090.00,00,00
3166,44958690.00,06,00
3167,44960290.00,80,00
3168,44961890.00,0B,00
3169,45190690.00,42,00
3170,45192290.00,07,00
3171,45193890.00,80,00
3172,45195490.00,06,00
3173,45197090.00,80,00
3174,45198690.00,0B,00
3175,45200290.00,80,00
3176,45201890.00,04,00
3177,45203490.00,00,00
3178,45205090.00,06,00
3179,45206690.00,68,00
3180,45208290.00,E2,00
3181,45209890.00,C2,00
3182,45211490.00,00,00
3183,45213090.00,00,00
3184,45214690.00,06,00
3185,45216290.00,80,00
3186,45217890.00,0B,00
3187,45446690.00,42,00
3188,45448290.00,07,00
3189,45449890.00,80,00
3190,45451490.00,06,00
3191,45453090.00,80,00
3192,45454690.00,0B,00
3193,45456290.00,80,00
3194,45457890.00,04,00
3195,45459490.00,00,00
3196,45461090.00,06,00
3197,45462690.00,68,00
3198,45464290.00,E2,00
3199,45465890.00,C2,00
3200,45467490.00,00,00
3201,45469090.00,00,00
3202,45470690.00,06,00
3203,45472290.00,80,00
3204,45473890.00,0B,00
3205,45702690.00,42,00
3206,45704290.00,07,00
3207,45705890.00,80,00
3208,45707490.00,06,00
3209,45709090.00,80,00
3210,45710690.00,0B,00
3211,45712290.00,80,00
3212,45713890.00,04,00
3213,45715500.00,00,00
3214,45717100.00,0E,00
3215,45718700.00,F0,00
3216,45720290.00,E7,00
3217,45721900.00,C0,00
3218,45723500.00,00,00
3219,45725100.00,00,00
3220,45726700.00,06,00
3221,45728300.00,00,00
3222,45729900.00,1B,00
3223,45958700.00,C6,00
3224,45960300.00,0F,00
3225,45961900.00,80,00
3226,45963500.00,0F,00
3227,45965100.00,80,00
3228,45966700.00,1F,00
3229,45968300.00,80,00
3230,45969900.00,0C,00
3231,45971500.00,00,00
3232,45973100.00,0E,00
3233,45974700.00,79,00
3234,45976300.00,E2,00
3235,45977900.00,C6,00
3236,45979500.00,00,00
3237,45981100.00,00,00
3238,45982700.00,0F,00
3239,45984300.00,80,00
3240,45985900.00,1F,00
3241,46214750.00,42,00
3242,46216350.00,07,00
3243,46217950.00,80,00
3244,46219550.00,06,00
3245,46221150.00,80,00
3246,46222750.00,0B,00
3247,46224350.00,80,00
3248,46225950.00,03,00
3249,46227550.00,80,00
3250,46229150.00,06,00
3251,46230750.00,7E,00
3252,46232350.00,FA,00
3253,46233950.00,42,00
3254,46235550.00,00,00
3255,46237150.00,00,00
3256,46238750.00,06,00
3257,46240350.00,80,00
3258,46241950.00,0B,00
3259,46470700.00,42,00
3260,46472300.00,07,00
3261,46473900.00,80,00
3262,46475500.00,06,00
3263,46477100.00,80,00
3264,46478700.00,0B,00
3265,46480300.00,80,00
3266,46481900.00,04,00
3267,46483500.00,00,00
3268,46485100.00,06,00
3269,46486700.00,68,00
3270,46488300.00,E2,00
3271,46489900.00,C2,00
3272,46491500.00,00,00
3273,46493100.00,00,00
3274,46494700.00,06,00
3275,46496300.00,80,00
3276,46497900.00,0B,00
3277,46726700.00,42,00
3278,46728300.00,07,00
3279,46729900.00,80,00
3280,46731500.00,06,00
3281,46733100.00,80,00
3282,46734700.00,0B,00
3283,46736300.00,80,00
3284,46737900.00,04,00
3285,46739500.00,00,00
3286,46741100.00,06,00
3287,46742700.00,68,00
3288,46744300.00,E2,00
3289,46745900.00,C2,00
3290,46747500.00,00,00
3291,46749100.00,00,00
3292,46750700.00,06,00
3293,46752300.00,80,00
3294,46753900.00,0B,00
3295,46982700.00,42,00
3296,46984300.00,07,00
3297,46985900.00,80,00
3298,46987500.00,06,00
3299,46989100.00,80,00
3300,46990700.00,0B,00
3301,46992300.00,80,00
3302,46993900.00,04,00
3303,46995500.00,00,00
3304,46997100.00,06,00
3305,46998700.00,68,00
3306,47000300.00,E2,00
3307,47001900.00,C2,00
3308,47003500.00,00,00
3309,47005100.00,00,00
3310,47006700.00,06,00
3311,47008300.00,80,00
3312,47009900.00,0B,00
3313,47238750.00,42,00
3314,47240350.00,07,00
3315,47241950.00,80,00
3316,47243550.00,06,00
3317,47245150.00,80,00
3318,47246750.00,0B,00
3319,47248350.00,80,00
3320,47249950.00,04,00
3321,47251550.00,00,00
3322,47253150.00,06,00
3323,47254750.00,E0,00
3324,47256350.00,F2,00
3325,47257950.00,42,00
3326,47259550.00,00,00
3327,47261150.00,00,00
3328,47262750.00,06,00
3329,47264350.00,80,00
3330,47265950.00,0B,00
3331,47494700.00,42,00
3332,47496300.00,0F,00
3333,47497900.00,80,00
3334,47499500.00,07,00
3335,47501110.00,80,00
3336,47502700.00,0F,00
3337,47504300.00,80,00
3338,47505910.00,0C,00
3339,47507500.00,00,00
3340,47509100.00,07,00
3341,47510710.00,C1,00
3342,47512310.00,F0,00
3343,47513910.00,84,00
3344,47515510.00,00,00
3345,47517110.00,00,00
3346,47518700.00,0F,00
3347,47520310.00,80,00
3348,47521910.00,1F,00
3349,47750710.00,C6,00
3350,47752310.00,0F,00
3351,47753910.00,80,00
3352,47755510.00,0E,00
3353,47757110.00,80,00
3354,47758710.00,1F,00
3355,47760310.00,80,00
3356,47761910.00,0C,00
3357,47763510.00,00,00
3358,47765110.00,0F,00
3359,47766710.00,E1,00
3360,47768310.00,F6,00
3361,47769910.00,C6,00
3362,47771510.00,00,00
3363,47773110.00,00,00
3364,47774710.00,0F,00
3365,47776310.00,80,00
3366,47777910.00,1F,00
3367,48006710.00,42,00
3368,48008310.00,07,00
3369,48009910.00,80,00
3370,48011510.00,06,00
3371,48013110.00,80,00
3372,48014710.00,0B,00
3373,48016310.00,80,00
3374,48017910.00,04,00
3375,48019510.00,00,00
3376,48021110.00,06,00
3377,48022710.00,68,00
3378,48024310.00,E2,00
3379,48025910.00,C2,00
3380,48027510.00,00,00
3381,48029110.00,00,00
3382,48030710.00,06,00
3383,48032310.00,80,00
3384,48033910.00,0B,00
3385,48262760.00,42,00
3386,48264360.00,07,00
3387,48265960.00,80,00
3388,48267560.00,06,00
3389,48269160.00,80,00
3390,48270760.00,0B,00
3391,48272360.00,80,00
3392,48273960.00,04,00
3393,48275560.00,00,00
3394,48277160.00,06,00
3395,48278760.00,E0,00
3396,48280360.00,F2,00
3397,48281960.00,42,00
3398,48283560.00,00,00
3399,48285160.00,00,00
3400,48286760.00,06,00
3401,48288360.00,80,00
3402,48289960.00,0B,00
3403,48518710.00,42,00
3404,48520310.00,07,00
3405,48521910.00,80,00
3406,48523510.00,06,00
3407,48525110.00,80,00
3408,48526710.00,0B,00
3409,48528310.00,80,00
3410,48529910.00,04,00
3411,48531510.00,00,00
3412,48533110.00,06,00
3413,48534710.00,68,00
3414,48536310.00,E2,00
3415,48537910.00,C2,00
3416,48539510.00,00,00
3417,48541110.00,00,00
3418,48542710.00,06,00
3419,48544310.00,80,00
3420,48545910.00,0B,00
3421,48774710.00,42,00
3422,48776310.00,07,00
3423,48777910.00,80,00
3424,48779510.00,06,00
3425,48781110.00,80,00
3426,48782710.00,0B,00
3427,48784310.00,80,00
3428,48785910.00,04,00
3429,48787510.00,00,00
3430,48789110.00,06,00
3431,48790710.00,68,00
3432,48792310.00,E2,00
3433,48793910.00,C2,00
3434,48795510.00,00,00
3435,48797110.00,00,00
3436,48798710.00,06,00
3437,48800310.00,80,00
3438,48801910.00,0B,00
3439,49030710.00,42,00
3440,49032310.00,07,00
3441,49033910.00,80,00
3442,49035510.00,06,00
3443,49037110.00,80,00
3444,49038710.00,0B,00
3445,49040310.00,80,00
3446,49041910.00,04,00
3447,49043510.00,00,00
3448,49045110.00,06,00
3449,49046710.00,E0,00
3450,49048310.00,F2,00
3451,49049910.00,42,00
3452,49051510.00,00,00
3453,49053110.00,00,00
3454,49054710.00,06,00
3455,49056310.00,80,00
3456,49057910.00,0B,00
3457,49286760.00,42,00
3458,49288370.00,07,00
3459,49289970.00,80,00
3460,49291560.00,0F,00
3461,49293170.00,80,00
3462,49294770.00,1F,00
3463,49296370.00,80,00
3464,49297970.00,0C,00
3465,49299570.00,00,00
3466,49301170.00,0C,00
3467,49302770.00,D9,00
3468,49304360.00,C5,00
3469,49305970.00,86,00
3470,49307570.00,00,00
3471,49309170.00,00,00
3472,49310770.00,0F,00
3473,49312370.00,80,00
3474,49313970.00,1F,00
3475,49542720.00,C6,00
3476,49544320.00,07,00
3477,49545920.00,80,00
3478,49547520.00,06,00
3479,49549120.00,80,00
3480,49550720.00,1F,00
3481,49552320.00,80,00
3482,49553920.00,0C,00
3483,49555520.00,00,00
3484,49557120.00,06,00
3485,49558720.00,68,00
3486,49560320.00,E2,00
3487,49561920.00,C2,00
3488,49563520.00,00,00
3489,49565120.00,00,00
3490,49566720.00,0E,00
3491,49568320.00,80,00
3492,49569920.00,0F,00
3493,49798720.00,42,00
3494,49800320.00,07,00
3495,49801920.00,80,00
3496,49803520.00,06,00
3497,49805120.00,80,00
3498,49806720.00,0B,00
3499,49808320.00,80,00
3500,49809920.00,04,00
3501,49811520.00,00,00
3502,49813120.00,06,00
3503,49814720.00,68,00
3504,49816320.00,E2,00
3505,49817920.00,C2,00
3506,49819520.00,00,00
3507,49821120.00,00,00
3508,49822720.00,06,00
3509,49824320.00,80,00
3510,49825920.00,0B,00
3511,50054720.00,42,00
3512,50056320.00,07,00
3513,50057920.00,80,00
3514,50059520.00,06,00
3515,50061120.00,80,00
