Id,Time[ns],0:SPI: MISO data,0:SPI: MOSI data
238,3467260.00,0E,00
239,3468850.00,80,00
240,3470460.00,1F,00
241,3472050.00,80,00
242,3473660.00,03,00
243,3475250.00,80,00
244,3476850.00,0E,00
245,3478460.00,FF,00
246,3480060.00,F6,00
247,3481660.00,C6,00
248,3483260.00,00,00
249,3484860.00,00,00
250,3486460.00,0D,00
251,3488060.00,00,00
252,3489660.00,1F,00
253,3718460.00,C2,00
254,3720060.00,0F,00
255,3721660.00,80,00
256,3723260.00,07,00
257,3724860.00,80,00
258,3726460.00,0B,00
259,3728060.00,80,00
260,3729660.00,04,00
261,3731260.00,00,00
262,3732860.00,06,00
263,3734460.00,68,00
264,3736060.00,E3,00
265,3737660.00,C2,00
266,3739260.00,00,00
267,3740860.00,00,00
268,3742460.00,06,00
269,3744060.00,80,00
270,3745660.00,0B,00
271,3974460.00,42,00
272,3976060.00,07,00
273,3977660.00,80,00
274,3979260.00,06,00
275,3980860.00,80,00
276,3982460.00,0B,00
277,3984060.00,80,00
278,3985660.00,04,00
279,3987260.00,00,00
280,3988860.00,06,00
281,3990460.00,68,00
282,3992060.00,E2,00
283,3993660.00,C2,00
284,3995260.00,00,00
285,3996860.00,00,00
286,3998460.00,06,00
287,4000060.00,80,00
288,4001660.00,0B,00
289,4230510.00,42,00
290,4232110.00,07,00
291,4233710.00,80,00
292,4235310.00,06,00
293,4236910.00,80,00
294,4238510.00,0B,00
295,4240110.00,80,00
296,4241710.00,04,00
297,4243310.00,00,00
298,4244910.00,06,00
299,4246510.00,68,00
300,4248110.00,E2,00
301,4249710.00,C2,00
302,4251310.00,00,00
303,4252910.00,00,00
304,4254510.00,06,00
305,4256110.00,80,00
306,4257710.00,0B,00
307,4486460.00,42,00
308,4488060.00,07,00
309,4489660.00,80,00
310,4491260.00,06,00
311,4492860.00,80,00
312,4494460.00,0B,00
313,4496060.00,80,00
314,4497660.00,04,00
315,4499260.00,00,00
316,4500860.00,06,00
317,4502460.00,68,00
318,4504060.00,E2,00
319,4505660.00,C2,00
320,4507260.00,00,00
321,4508860.00,00,00
322,4510460.00,06,00
323,4512060.00,80,00
324,4513660.00,0B,00
325,4742460.00,42,00
326,4744060.00,07,00
327,4745660.00,80,00
328,4747260.00,06,00
329,4748860.00,80,00
330,4750460.00,0B,00
331,4752060.00,80,00
332,4753660.00,04,00
333,4755260.00,00,00
334,4756860.00,06,00
335,4758460.00,68,00
336,4760060.00,E2,00
337,4761660.00,C2,00
338,4763260.00,00,00
339,4764860.00,00,00
340,4766460.00,06,00
341,4768060.00,80,00
342,4769660.00,0B,00
343,4998460.00,42,00
344,5000060.00,07,00
345,5001660.00,80,00
346,5003260.00,06,00
347,5004860.00,80,00
348,5006460.00,0B,00
349,5008060.00,80,00
350,5009660.00,03,00
351,5011260.00,80,00
352,5012860.00,06,00
353,5014460.00,7E,00
354,5016060.00,FA,00
355,5017660.00,42,00
356,5019260.00,00,00
357,5020860.00,00,00
358,5022460.00,06,00
359,5024060.00,80,00
360,5025660.00,0B,00
361,5254520.00,C6,00
362,5256120.00,0F,00
363,5257720.00,80,00
364,5259320.00,05,00
365,5260920.00,80,00
366,5262520.00,1F,00
367,5264120.00,80,00
368,5265720.00,07,00
369,5267320.00,80,00
370,5268920.00,0E,00
371,5270520.00,FF,00
372,5272120.00,F4,00
373,5273720.00,C6,00
374,5275320.00,00,00
375,5276920.00,00,00
376,5278520.00,0F,00
377,5280120.00,80,00
378,5281720.00,1F,00
379,5510470.00,46,00
380,5512070.00,07,00
381,5513670.00,80,00
382,5515270.00,06,00
383,5516870.00,80,00
384,5518470.00,0B,00
385,5520070.00,80,00
386,5521670.00,03,00
387,5523270.00,80,00
388,5524870.00,06,00
389,5526470.00,7E,00
390,5528070.00,FA,00
391,5529670.00,42,00
392,5531270.00,00,00
393,5532870.00,00,00
394,5534470.00,06,00
395,5536070.00,80,00
396,5537670.00,0B,00
397,5766470.00,42,00
398,5768070.00,07,00
399,5769670.00,80,00
400,5771270.00,06,00
401,5772870.00,80,00
402,5774470.00,0B,00
403,5776070.00,80,00
404,5777670.00,03,00
405,5779270.00,80,00
406,5780870.00,06,00
407,5782470.00,7E,00
408,5784070.00,FA,00
409,5785670.00,42,00
410,5787270.00,00,00
411,5788870.00,00,00
412,5790470.00,06,00
413,5792070.00,80,00
414,5793670.00,0B,00
415,6022470.00,42,00
416,6024070.00,07,00
417,6025670.00,80,00
418,6027270.00,06,00
419,6028870.00,80,00
420,6030470.00,0B,00
421,6032070.00,80,00
422,6033670.00,03,00
423,6035270.00,80,00
424,6036870.00,06,00
425,6038470.00,7E,00
426,6040070.00,FA,00
427,6041670.00,42,00
428,6043270.00,00,00
429,6044870.00,00,00
430,6046470.00,06,00
431,6048070.00,80,00
432,6049670.00,0B,00
433,6278520.00,42,00
434,6280120.00,07,00
435,6281720.00,80,00
436,6283320.00,06,00
437,6284920.00,80,00
438,6286520.00,0B,00
439,6288120.00,80,00
440,6289720.00,04,00
441,6291320.00,00,00
442,6292920.00,06,00
443,6294520.00,68,00
444,6296120.00,E2,00
445,6297720.00,C2,00
446,6299320.00,00,00
447,6300920.00,00,00
448,6302520.00,06,00
449,6304120.00,80,00
450,6305720.00,0B,00
451,6534470.00,42,00
452,6536070.00,07,00
453,6537670.00,80,00
454,6539270.00,06,00
455,6540870.00,80,00
456,6542470.00,0B,00
457,6544070.00,80,00
458,6545670.00,04,00
459,6547270.00,00,00
460,6548870.00,06,00
461,6550470.00,68,00
462,6552070.00,E2,00
463,6553670.00,C2,00
464,6555270.00,00,00
465,6556870.00,00,00
466,6558470.00,06,00
467,6560070.00,80,00
468,6561670.00,0B,00
469,6790470.00,42,00
470,6792070.00,07,00
471,6793670.00,80,00
472,6795270.00,06,00
473,6796870.00,80,00
474,6798470.00,0B,00
475,6800070.00,80,00
476,6801670.00,04,00
477,6803270.00,00,00
478,6804870.00,06,00
479,6806470.00,68,00
480,6808070.00,E2,00
481,6809670.00,C2,00
482,6811270.00,00,00
483,6812870.00,00,00
484,6814470.00,06,00
485,6816070.00,80,00
486,6817670.00,0B,00
487,7046480.00,C6,00
488,7048080.00,0F,00
489,7049680.00,80,00
490,7051280.00,0E,00
491,7052880.00,00,00
492,7054480.00,1F,00
493,7056080.00,80,00
494,7057680.00,0C,00
495,7059280.00,00,00
496,7060880.00,0E,00
497,7062480.00,F9,00
498,7064080.00,E7,00
499,7065680.00,86,00
500,7067280.00,00,00
501,7068880.00,00,00
502,7070480.00,0F,00
503,7072080.00,80,00
504,7073680.00,1F,00
505,7302530.00,C2,00
506,7304130.00,07,00
507,7305730.00,80,00
508,7307330.00,06,00
509,7308930.00,80,00
510,7310530.00,0B,00
511,7312130.00,80,00
512,7313730.00,04,00
513,7315330.00,00,00
514,7316930.00,06,00
515,7318530.00,68,00
516,7320130.00,E2,00
517,7321730.00,C2,00
518,7323330.00,00,00
519,7324930.00,00,00
520,7326530.00,06,00
521,7328130.00,80,00
522,7329730.00,0B,00
523,7558480.00,42,00
524,7560080.00,07,00
525,7561680.00,80,00
526,7563280.00,06,00
527,7564880.00,80,00
528,7566480.00,0B,00
529,7568080.00,80,00
530,7569680.00,04,00
531,7571280.00,00,00
532,7572880.00,06,00
533,7574480.00,68,00
534,7576080.00,E2,00
535,7577680.00,C2,00
536,7579280.00,00,00
537,7580880.00,00,00
538,7582480.00,06,00
539,7584080.00,80,00
540,7585680.00,0B,00
541,7814480.00,42,00
542,7816080.00,07,00
543,7817680.00,80,00
544,7819280.00,06,00
545,7820880.00,80,00
546,7822480.00,0B,00
547,7824080.00,80,00
548,7825680.00,04,00
549,7827280.00,00,00
550,7828880.00,06,00
551,7830480.00,68,00
552,7832080.00,E2,00
553,7833680.00,C2,00
554,7835280.00,00,00
555,7836880.00,00,00
556,7838480.00,06,00
557,7840080.00,80,00
558,7841680.00,0B,00
559,8070480.00,42,00
560,8072080.00,07,00
561,8073680.00,80,00
562,8075280.00,06,00
563,8076880.00,80,00
564,8078480.00,0B,00
565,8080080.00,80,00
566,8081680.00,04,00
567,8083280.00,00,00
568,8084880.00,06,00
569,8086480.00,68,00
570,8088080.00,E2,00
571,8089680.00,C2,00
572,8091280.00,00,00
573,8092880.00,00,00
574,8094480.00,06,00
575,8096080.00,80,00
576,8097680.00,0B,00
577,8326530.00,42,00
578,8328130.00,07,00
579,8329730.00,80,00
580,8331330.00,06,00
581,8332930.00,80,00
582,8334530.00,0B,00
583,8336130.00,80,00
584,8337730.00,04,00
585,8339330.00,00,00
586,8340930.00,06,00
587,8342530.00,68,00
588,8344130.00,E2,00
589,8345730.00,C2,00
590,8347330.00,00,00
591,8348930.00,00,00
592,8350530.00,06,00
593,8352130.00,80,00
594,8353730.00,0B,00
595,8582480.00,42,00
596,8584080.00,07,00
597,8585680.00,80,00
598,8587280.00,06,00
599,8588880.00,80,00
600,8590480.00,0B,00
601,8592080.00,80,00
602,8593680.00,04,00
603,8595280.00,00,00
604,8596880.00,06,00
605,8598480.00,68,00
606,8600080.00,E2,00
607,8601680.00,C2,00
608,8603280.00,00,00
609,8604880.00,00,00
610,8606480.00,06,00
611,8608080.00,80,00
612,8609680.00,0B,00
613,8838490.00,C6,00
614,8840090.00,0F,00
615,8841690.00,80,00
616,8843290.00,0F,00
617,8844890.00,80,00
618,8846490.00,1F,00
619,8848090.00,80,00
620,8849690.00,0C,00
621,8851290.00,00,00
622,8852890.00,0E,00
623,8854490.00,F9,00
624,8856090.00,E7,00
625,8857690.00,C6,00
626,8859290.00,00,00
627,8860890.00,00,00
628,8862490.00,0F,00
629,8864090.00,80,00
630,8865690.00,1F,00
631,9094490.00,42,00
632,9096090.00,07,00
633,9097690.00,80,00
634,9099290.00,06,00
635,9100890.00,80,00
636,9102490.00,0B,00
637,9104090.00,80,00
638,9105690.00,04,00
639,9107290.00,00,00
640,9108890.00,06,00
641,9110490.00,68,00
642,9112090.00,E2,00
643,9113690.00,C2,00
644,9115290.00,00,00
645,9116890.00,00,00
646,9118490.00,06,00
647,9120090.00,80,00
648,9121690.00,0B,00
649,9350540.00,42,00
650,9352140.00,07,00
651,9353740.00,80,00
652,9355340.00,06,00
653,9356940.00,80,00
654,9358540.00,0B,00
655,9360140.00,80,00
656,9361740.00,04,00
657,9363340.00,00,00
658,9364940.00,06,00
659,9366540.00,68,00
660,9368140.00,E2,00
661,9369740.00,C2,00
662,9371340.00,00,00
663,9372940.00,00,00
664,9374540.00,06,00
665,9376140.00,80,00
666,9377740.00,0B,00
667,9606490.00,42,00
668,9608090.00,07,00
669,9609690.00,80,00
670,9611290.00,06,00
671,9612890.00,80,00
672,9614490.00,0B,00
673,9616090.00,80,00
674,9617690.00,04,00
675,9619290.00,00,00
676,9620890.00,06,00
677,9622490.00,68,00
678,9624090.00,E2,00
679,9625690.00,C2,00
680,9627290.00,00,00
681,9628890.00,00,00
682,9630490.00,06,00
683,9632090.00,80,00
684,9633690.00,0B,00
685,9862490.00,42,00
686,9864090.00,07,00
687,9865690.00,80,00
688,9867290.00,06,00
689,9868890.00,80,00
690,9870490.00,0B,00
691,9872090.00,80,00
692,9873690.00,04,00
693,9875290.00,00,00
694,9876890.00,06,00
695,9878490.00,68,00
696,9880090.00,E2,00
697,9881690.00,C2,00
698,9883290.00,00,00
699,9884890.00,00,00
700,9886490.00,06,00
701,9888090.00,80,00
702,9889690.00,0B,00
703,10118490.00,42,00
704,10120090.00,07,00
705,10121690.00,80,00
706,10123290.00,06,00
707,10124890.00,80,00
708,10126490.00,0B,00
709,10128090.00,80,00
710,10129690.00,04,00
711,10131290.00,00,00
712,10132890.00,06,00
713,10134490.00,68,00
714,10136090.00,E2,00
715,10137690.00,C2,00
716,10139290.00,00,00
717,10140890.00,00,00
718,10142490.00,06,00
719,10144090.00,80,00
720,10145690.00,0B,00
721,10374540.00,42,00
722,10376140.00,07,00
723,10377740.00,80,00
724,10379340.00,06,00
725,10380940.00,80,00
726,10382540.00,0B,00
727,10384140.00,80,00
728,10385740.00,04,00
729,10387340.00,00,00
730,10388940.00,06,00
731,10390540.00,61,00
732,10392150.00,C2,00
733,10393740.00,C4,00
734,10395340.00,00,00
735,10396940.00,00,00
736,10398540.00,06,00
737,10400140.00,80,00
738,10401740.00,0B,00
739,10630500.00,C6,00
740,10632100.00,0F,00
741,10633700.00,80,00
742,10635300.00,0F,00
743,10636900.00,80,00
744,10638500.00,1F,00
745,10640100.00,80,00
746,10641700.00,0C,00
747,10643300.00,00,00
748,10644900.00,0E,00
749,10646500.00,F9,00
750,10648100.00,E7,00
751,10649700.00,C6,00
752,10651300.00,00,00
753,10652900.00,00,00
754,10654500.00,0F,00
755,10656100.00,80,00
756,10657700.00,1F,00
757,10886500.00,42,00
758,10888100.00,07,00
759,10889700.00,80,00
760,10891300.00,06,00
761,10892900.00,80,00
762,10894500.00,0B,00
763,10896100.00,80,00
764,10897700.00,04,00
765,10899300.00,00,00
766,10900900.00,06,00
767,10902500.00,68,00
768,10904100.00,E2,00
769,10905700.00,C2,00
770,10907300.00,00,00
771,10908900.00,00,00
772,10910500.00,06,00
773,10912100.00,80,00
774,10913700.00,0B,00
775,11142500.00,42,00
776,11144100.00,07,00
777,11145700.00,80,00
778,11147300.00,06,00
779,11148900.00,80,00
780,11150500.00,0B,00
781,11152100.00,80,00
782,11153700.00,04,00
783,11155300.00,00,00
784,11156900.00,06,00
785,11158500.00,E0,00
786,11160100.00,F2,00
787,11161700.00,42,00
788,11163300.00,00,00
789,11164900.00,00,00
790,11166500.00,06,00
791,11168100.00,80,00
792,11169700.00,0B,00
793,11398550.00,42,00
794,11400150.00,07,00
795,11401750.00,80,00
796,11403350.00,06,00
797,11404950.00,80,00
798,11406550.00,0B,00
799,11408150.00,80,00
800,11409750.00,04,00
801,11411350.00,00,00
802,11412950.00,06,00
803,11414550.00,68,00
804,11416150.00,E2,00
805,11417750.00,C2,00
806,11419350.00,00,00
807,11420950.00,00,00
808,11422550.00,06,00
809,11424150.00,80,00
810,11425750.00,0B,00
811,11654500.00,42,00
812,11656100.00,07,00
813,11657700.00,80,00
814,11659300.00,06,00
815,11660900.00,80,00
816,11662500.00,0B,00
817,11664100.00,80,00
818,11665700.00,04,00
819,11667300.00,00,00
820,11668900.00,06,00
821,11670500.00,68,00
822,11672100.00,E2,00
823,11673700.00,C2,00
824,11675300.00,00,00
825,11676900.00,00,00
826,11678500.00,06,00
827,11680100.00,80,00
828,11681700.00,0B,00
829,11910500.00,42,00
830,11912100.00,07,00
831,11913700.00,80,00
832,11915300.00,06,00
833,11916900.00,80,00
834,11918500.00,0B,00
835,11920100.00,80,00
836,11921700.00,04,00
837,11923300.00,00,00
838,11924900.00,06,00
839,11926500.00,68,00
840,11928100.00,E2,00
841,11929700.00,C2,00
842,11931300.00,00,00
843,11932900.00,00,00
844,11934500.00,06,00
845,11936100.00,80,00
846,11937700.00,0B,00
847,12166500.00,42,00
848,12168110.00,07,00
849,12169700.00,80,00
850,12171300.00,06,00
851,12172900.00,80,00
852,12174500.00,1B,00
853,12176100.00,80,00
854,12177700.00,03,00
855,12179300.00,80,00
856,12180900.00,06,00
857,12182500.00,7E,00
858,12184100.00,FA,00
859,12185700.00,40,00
860,12187300.00,00,00
861,12188900.00,00,00
862,12190500.00,06,00
863,12192110.00,00,00
864,12193700.00,0B,00
865,12422510.00,C6,00
866,12424110.00,0F,00
867,12425710.00,80,00
868,12427310.00,0F,00
869,12428910.00,80,00
870,12430510.00,1F,00
871,12432110.00,80,00
872,12433710.00,0C,00
873,12435310.00,00,00
874,12436910.00,0E,00
875,12438510.00,F8,00
876,12440110.00,E7,00
877,12441710.00,C6,00
878,12443310.00,00,00
879,12444910.00,00,00
880,12446510.00,0F,00
881,12448110.00,80,00
882,12449710.00,1F,00
883,12678510.00,42,00
884,12680110.00,07,00
885,12681710.00,80,00
886,12683310.00,06,00
887,12684910.00,80,00
888,12686510.00,0B,00
889,12688110.00,80,00
890,12689710.00,04,00
891,12691310.00,00,00
892,12692910.00,06,00
893,12694510.00,68,00
894,12696110.00,E2,00
895,12697710.00,C2,00
896,12699310.00,00,00
897,12700910.00,00,00
898,12702510.00,06,00
899,12704110.00,80,00
900,12705710.00,0B,00
901,12934510.00,42,00
902,12936110.00,07,00
903,12937710.00,80,00
904,12939310.00,06,00
905,12940910.00,80,00
906,12942510.00,0B,00
907,12944110.00,80,00
908,12945710.00,04,00
909,12947310.00,00,00
910,12948910.00,06,00
911,12950510.00,E0,00
912,12952110.00,F2,00
913,12953710.00,42,00
914,12955310.00,00,00
915,12956910.00,00,00
916,12958510.00,06,00
917,12960110.00,80,00
918,12961710.00,0B,00
919,13190510.00,42,00
920,13192110.00,07,00
921,13193710.00,80,00
922,13195310.00,06,00
923,13196910.00,80,00
924,13198510.00,0B,00
925,13200110.00,80,00
926,13201710.00,04,00
927,13203310.00,00,00
928,13204910.00,06,00
929,13206510.00,E0,00
930,13208110.00,F2,00
931,13209710.00,42,00
932,13211310.00,00,00
933,13212910.00,00,00
934,13214510.00,06,00
935,13216110.00,80,00
936,13217710.00,0B,00
937,13446510.00,42,00
938,13448110.00,07,00
939,13449710.00,80,00
940,13451310.00,06,00
941,13452910.00,80,00
942,13454510.00,0B,00
943,13456110.00,80,00
944,13457710.00,04,00
945,13459310.00,00,00
946,13460910.00,06,00
947,13462510.00,68,00
948,13464110.00,E2,00
949,13465710.00,C2,00
950,13467310.00,00,00
951,13468910.00,00,00
952,13470510.00,06,00
953,13472110.00,80,00
954,13473710.00,0B,00
955,13702510.00,42,00
956,13704110.00,07,00
957,13705710.00,80,00
958,13707310.00,06,00
959,13708910.00,80,00
960,13710510.00,0B,00
961,13712110.00,80,00
962,13713710.00,04,00
963,13715310.00,00,00
964,13716910.00,06,00
965,13718510.00,68,00
966,13720110.00,E2,00
967,13721710.00,C2,00
968,13723310.00,00,00
969,13724910.00,00,00
970,13726510.00,06,00
971,13728110.00,80,00
972,13729710.00,0B,00
973,13958510.00,42,00
974,13960110.00,07,00
975,13961710.00,80,00
976,13963310.00,06,00
977,13964910.00,80,00
978,13966510.00,0B,00
979,13968110.00,80,00
980,13969710.00,04,00
981,13971310.00,00,00
982,13972920.00,06,00
983,13974510.00,68,00
984,13976110.00,E7,00
985,13977720.00,C2,00
986,13979320.00,00,00
987,13980910.00,00,00
988,13982510.00,07,00
989,13984120.00,00,00
990,13985710.00,0B,00
991,14214570.00,C6,00
992,14216170.00,0F,00
993,14217770.00,80,00
994,14219370.00,06,00
995,14220970.00,80,00
996,14222570.00,1B,00
997,14224170.00,80,00
998,14225770.00,0C,00
999,14227370.00,00,00
1000,14228970.00,0E,00
1001,14230570.00,78,00
1002,14232170.00,E7,00
1003,14233770.00,C6,00
1004,14235370.00,00,00
1005,14236970.00,00,00
1006,14238570.00,0F,00
1007,14240170.00,80,00
1008,14241770.00,0F,00
1009,14470520.00,42,00
1010,14472120.00,07,00
1011,14473720.00,80,00
1012,14475320.00,06,00
1013,14476920.00,80,00
1014,14478520.00,0B,00
1015,14480120.00,80,00
1016,14481720.00,04,00
1017,14483320.00,00,00
1018,14484920.00,06,00
1019,14486520.00,E0,00
1020,14488120.00,F2,00
1021,14489720.00,42,00
1022,14491320.00,00,00
1023,14492920.00,00,00
1024,14494520.00,06,00
1025,14496120.00,80,00
1026,14497720.00,0B,00
1027,14726520.00,42,00
1028,14728120.00,07,00
1029,14729720.00,80,00
1030,14731320.00,06,00
1031,14732920.00,80,00
1032,14734520.00,0B,00
1033,14736120.00,80,00
1034,14737720.00,04,00
1035,14739320.00,00,00
1036,14740920.00,06,00
1037,14742520.00,68,00
1038,14744120.00,E2,00
1039,14745720.00,C2,00
1040,14747320.00,00,00
1041,14748920.00,00,00
1042,14750520.00,06,00
1043,14752120.00,80,00
1044,14753720.00,0B,00
1045,14982520.00,42,00
1046,14984120.00,07,00
1047,14985720.00,80,00
1048,14987320.00,06,00
1049,14988920.00,80,00
1050,14990520.00,0B,00
1051,14992120.00,80,00
1052,14993720.00,04,00
1053,14995320.00,00,00
1054,14996920.00,06,00
1055,14998520.00,68,00
1056,15000120.00,E2,00
1057,15001720.00,C2,00
1058,15003320.00,00,00
1059,15004920.00,00,00
1060,15006520.00,06,00
1061,15008120.00,80,00
1062,15009720.00,0B,00
1063,15238570.00,42,00
1064,15240170.00,07,00
1065,15241770.00,80,00
1066,15243370.00,06,00
1067,15244970.00,80,00
1068,15246570.00,0B,00
1069,15248170.00,80,00
1070,15249770.00,04,00
1071,15251370.00,00,00
1072,15252970.00,06,00
1073,15254570.00,68,00
1074,15256170.00,E2,00
1075,15257770.00,C2,00
1076,15259370.00,00,00
1077,15260970.00,00,00
1078,15262570.00,06,00
1079,15264170.00,80,00
1080,15265770.00,0B,00
1081,15494520.00,42,00
1082,15496120.00,07,00
1083,15497720.00,80,00
1084,15499320.00,06,00
1085,15500920.00,80,00
1086,15502520.00,0B,00
1087,15504120.00,80,00
1088,15505720.00,04,00
1089,15507320.00,00,00
1090,15508920.00,06,00
1091,15510520.00,68,00
1092,15512120.00,E2,00
1093,15513720.00,C2,00
1094,15515320.00,00,00
1095,15516920.00,00,00
1096,15518520.00,06,00
1097,15520120.00,80,00
1098,15521720.00,0B,00
1099,15750520.00,42,00
1100,15752120.00,0F,00
1101,15753720.00,80,00
1102,15755330.00,07,00
1103,15756930.00,00,00
1104,15758530.00,0F,00
1105,15760120.00,80,00
1106,15761720.00,00,00
1107,15763330.00,00,00
1108,15764930.00,0C,00
1109,15766530.00,F8,00
1110,15768120.00,E3,00
1111,15769720.00,C2,00
1112,15771330.00,00,00
1113,15772920.00,00,00
1114,15774530.00,0D,00
1115,15776120.00,80,00
1116,15777730.00,0F,00
1117,16006530.00,C6,00
1118,16008130.00,0F,00
1119,16009730.00,80,00
1120,16011330.00,0F,00
1121,16012930.00,80,00
1122,16014530.00,1F,00
1123,16016130.00,80,00
1124,16017730.00,0C,00
1125,16019330.00,00,00
1126,16020930.00,0E,00
1127,16022530.00,79,00
1128,16024130.00,E2,00
1129,16025730.00,C6,00
